"Case.Earliest.Date","Confirmation.Status","Gender","Age.Group","Hospitalization","ICU","Death","Race","Count"
"2020/02/25","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","African American",1
"2020/02/25","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Unknown","Latino",1
"2020/02/25","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Yes","Latino",1
"2020/02/25","Laboratory-confirmed case","Female","60 - 69","Yes","Unknown","Yes","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Female","60 - 69","Yes","Yes","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Female","60 - 69","Yes","Yes","No","Asian",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Missing","Missing","Missing","Unknown",5
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Missing","Missing","Missing","Caucasian",4
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","No","Missing","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","No","Missing","No","Latino",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","No","No","Asian",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","No","No","Missing",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","No","No","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Unknown","Unknown",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","Unknown","Yes","African American",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","Unknown","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","Yes","Latino",1
"2020/02/25","Laboratory-confirmed case","Female","70 - 79","Yes","Yes","Yes","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Female","80+","Missing","Missing","Missing","Unknown",1
"2020/02/25","Laboratory-confirmed case","Female","80+","Missing","Missing","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Female","80+","Yes","Missing","Yes","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Female","80+","Yes","No","Missing","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Female","80+","Yes","No","No","Asian",1
"2020/02/25","Laboratory-confirmed case","Female","80+","Yes","No","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Latino",2
"2020/02/25","Laboratory-confirmed case","Female","80+","Yes","Unknown","Unknown","Unknown",2
"2020/02/25","Laboratory-confirmed case","Female","80+","Yes","Unknown","Yes","Latino",1
"2020/02/25","Laboratory-confirmed case","Female","80+","Yes","Unknown","Yes","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Male","0 - 9","Missing","Missing","Missing","Unknown",2
"2020/02/25","Laboratory-confirmed case","Male","0 - 9","No","Missing","Missing","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","10 - 19","Missing","Missing","Missing","Unknown",2
"2020/02/25","Laboratory-confirmed case","Male","10 - 19","Missing","Missing","Missing","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Male","10 - 19","No","Unknown","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","20 - 29","Missing","Missing","Missing","AIAN",1
"2020/02/25","Laboratory-confirmed case","Male","20 - 29","Missing","Missing","Missing","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","20 - 29","Missing","Missing","Missing","Caucasian",4
"2020/02/25","Laboratory-confirmed case","Male","20 - 29","Missing","Missing","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","20 - 29","No","Missing","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","20 - 29","No","Missing","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","20 - 29","Yes","Missing","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","Missing","AIAN",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","Missing","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","Missing","Unknown",4
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","Missing","Missing","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","No","Missing","Missing","Asian",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","No","Missing","Missing","Multiracial/Other",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","No","Missing","No","Multiracial/Other",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","No","Missing","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","No","Missing","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","Unknown","Unknown","Unknown","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","Yes","No","Missing","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","30 - 39","Yes","Unknown","Unknown","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Missing","Missing","Missing","AIAN",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Missing","Missing","Missing","Unknown",7
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Missing","Missing","Missing","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","No","Missing","Missing","Missing",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","No","Missing","Missing","Caucasian",3
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","African American",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","No","Missing","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","No","No","No","African American",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Yes","Missing","Missing","Missing",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Yes","Missing","No","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Yes","Missing","Yes","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Yes","Unknown","No","Unknown",2
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Yes","Unknown","Unknown","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Yes","Yes","No","Missing",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Yes","Yes","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","40 - 49","Yes","Yes","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Missing","Missing","Missing","AIAN",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Missing","Missing","Missing","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Missing","Missing","Missing","Unknown",4
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Missing","Missing","Missing","Caucasian",5
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","No","Missing","Missing","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","No","Missing","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","No","Missing","No","Latino",2
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","No","Missing","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","No","No","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Unknown","Missing","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","No","No","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","No","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","African American",2
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","Unknown","Unknown","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","No","African American",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","No","Missing",1
"2020/02/25","Laboratory-confirmed case","Male","50 - 59","Yes","Yes","Yes","African American",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Missing","Missing","Missing","African American",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Missing","Missing","Missing","Missing",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Missing","Missing","Missing","Unknown",2
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Missing","No","Missing","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","No","Missing","Missing","African American",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","No","Missing","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","No","Missing","No","Multiracial/Other",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","No","Missing","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Missing","Missing","Asian",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Missing","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Multiracial/Other",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Unknown","Unknown","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Yes","Missing","Multiracial/Other",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Yes","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Yes","Yes","African American",1
"2020/02/25","Laboratory-confirmed case","Male","60 - 69","Yes","Yes","Yes","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Missing","Missing","Missing","AIAN",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Missing","Missing","Missing","Latino",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Missing","Missing","Missing","Unknown",4
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Missing","Missing","Missing","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","No","Missing","Missing","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","No","Missing","No","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","No","No","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","No","No","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Yes","Missing","Unknown","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Yes","No","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Yes","No","Unknown","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Unknown","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Unknown","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Yes","Unknown","Yes","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","70 - 79","Yes","Yes","Yes","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","80+","Missing","Missing","Missing","Caucasian",2
"2020/02/25","Laboratory-confirmed case","Male","80+","Yes","No","No","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","80+","Yes","No","No","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","80+","Yes","No","Yes","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","80+","Yes","Unknown","Unknown","Unknown",2
"2020/02/25","Laboratory-confirmed case","Male","80+","Yes","Unknown","Yes","Unknown",1
"2020/02/25","Laboratory-confirmed case","Male","80+","Yes","Unknown","Yes","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Male","80+","Yes","Yes","Yes","Asian",1
"2020/02/25","Laboratory-confirmed case","Male","80+","Yes","Yes","Yes","Caucasian",1
"2020/02/25","Laboratory-confirmed case","Unknown","60 - 69","Missing","Missing","Missing","Unknown",1
"2020/02/25","Probable Case","Female","20 - 29","No","Missing","No","Caucasian",1
"2020/02/25","Probable Case","Female","20 - 29","No","Unknown","No","Caucasian",1
"2020/02/25","Probable Case","Female","30 - 39","No","Missing","No","African American",1
"2020/02/25","Probable Case","Female","40 - 49","No","Missing","No","Unknown",1
"2020/02/25","Probable Case","Female","50 - 59","No","Missing","No","Caucasian",1
"2020/02/25","Probable Case","Female","50 - 59","No","Unknown","No","Latino",1
"2020/02/25","Probable Case","Female","50 - 59","No","Unknown","No","Caucasian",1
"2020/02/25","Probable Case","Female","60 - 69","Missing","Missing","Missing","Caucasian",1
"2020/02/25","Probable Case","Female","60 - 69","No","Missing","No","Unknown",1
"2020/02/25","Probable Case","Female","60 - 69","No","Missing","No","Caucasian",1
"2020/02/25","Probable Case","Female","60 - 69","No","No","No","Caucasian",1
"2020/02/25","Probable Case","Female","80+","Missing","Missing","Missing","Unknown",1
"2020/02/25","Probable Case","Female","80+","Yes","Unknown","Yes","Caucasian",1
"2020/02/25","Probable Case","Male","30 - 39","No","No","No","Caucasian",2
"2020/02/25","Probable Case","Male","30 - 39","No","Unknown","Unknown","Caucasian",1
"2020/02/25","Probable Case","Male","40 - 49","Missing","Missing","Missing","Caucasian",2
"2020/02/25","Probable Case","Male","50 - 59","No","No","No","Unknown",1
"2020/02/25","Probable Case","Male","60 - 69","No","No","No","Caucasian",1
"2020/02/25","Probable Case","Male","60 - 69","Yes","Unknown","Yes","Latino",1
"2020/02/25","Probable Case","Male","70 - 79","Missing","Missing","No","Unknown",1
"2020/02/25","Probable Case","Male","70 - 79","No","No","No","Caucasian",1
"2020/02/25","Probable Case","Unknown","10 - 19","Missing","Missing","Missing","Unknown",1
"2020/02/25","Probable Case","Unknown","50 - 59","Missing","Missing","Missing","Caucasian",1
"2020/02/26","Laboratory-confirmed case","Female","10 - 19","No","No","No","Multiracial/Other",1
"2020/02/26","Laboratory-confirmed case","Female","10 - 19","No","No","No","Caucasian",1
"2020/02/26","Laboratory-confirmed case","Female","10 - 19","Unknown","Missing","No","Unknown",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","Missing","Missing","Missing","Missing",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","Missing","Missing","No","African American",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","Missing","Missing","Unknown",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","African American",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Latino",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Unknown",4
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","Missing","No","Caucasian",3
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","No","No","Latino",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","No","No","Unknown",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","Unknown","No","Caucasian",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","No","Unknown","Unknown","Asian",1
"2020/02/26","Laboratory-confirmed case","Female","20 - 29","Yes","Missing","Missing","Unknown",1
